Rank	NCT Number	Title	Status	Study Results	Conditions	Interventions	Phases	Study Type	Locations	URL
991	NCT04358081	Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease	Recruiting	No Results Available	Pneumonia	Drug: HCQ|Drug: HCQ+AZT|Drug: Placebo	Phase 3	Interventional	"Novartis Investigative Site, Los Angeles, California, United States|Novartis Investigative Site, San Francisco, California, United States|Novartis Investigative Site, Gainesville, Florida, United States|Novartis Investigative Site, Chicago, Illinois, United States|Novartis Investigative Site, Baton Rouge, Louisiana, United States|Novartis Investigative Site, Baltimore, Maryland, United States|Novartis Investigative Site, Baltimore, Maryland, United States|Novartis Investigative Site, Columbia, Missouri, United States|Novartis Investigative Site, Chapel Hill, North Carolina, United States|Novartis Investigative Site, Seattle, Washington, United States"	https://ClinicalTrials.gov/show/NCT04358081
992	NCT04325867	Integrated Distance Management Strategy for Patients With Cardiovascular Diseases in the Context of COVID-19	Recruiting	No Results Available	"Angina Pectoris|Acute Coronary Syndrome|Coronary Syndrome|Coronary Artery Disease|Angioplasty|Stent Restenosis|Hypertension|Heart Failure, Systolic|Depression, Anxiety|Covid-19|Isolation, Social"	Other: Tele-medicine platform	Not Applicable	Interventional	"Medical Sciences Academy, Bucharest, Romania|University of Medicine and Pharmacy Gr T Popa, Iasi, Romania"	https://ClinicalTrials.gov/show/NCT04325867
993	NCT04342156	Safety And Efficacy Of Hydroxychloroquine For At Risk Population (SHARP) Against COVID-19	Not yet recruiting	No Results Available	Coronavirus Infection|Hydroxychloroquine Adverse Reaction	Drug: Hydroxychloroquine Sulfate 200 milligram (mg) Tab	Phase 3	Interventional		https://ClinicalTrials.gov/show/NCT04342156
994	NCT04279197	Treatment of Pulmonary Fibrosis Due to 2019-nCoV Pneumonia With Fuzheng Huayu	Recruiting	No Results Available	Pulmonary Fibrosis Due to 2019-nCoV	Drug: N-acetylcysteine+ Fuzheng Huayu Tablet|Drug: N-acetylcysteine+Placebo	Phase 2	Interventional	"Shuguang Hospital, Shanghai, Shanghai, China"	https://ClinicalTrials.gov/show/NCT04279197
995	NCT04412330	Optimizing Outcomes With Physical Therapy Treatment for IndividuALs Surviving an ICU Admission for Covid-19	Recruiting	No Results Available	Covid-19|Critical Illness|Post Intensive Care Unit Syndrome|Muscle Weakness	Other: ICU Recovery + Physical Therapy	Not Applicable	Interventional	"University of Kentucky, Lexington, Kentucky, United States"	https://ClinicalTrials.gov/show/NCT04412330
996	NCT03963622	Careful Ventilation in COVID-19 -Induced Acute Respiratory Distress Syndrome	Not yet recruiting	No Results Available	ARDS	Other: Respiratory Mechanics|Other: Standard Ventilation Strategy	Not Applicable	Interventional		https://ClinicalTrials.gov/show/NCT03963622
997	NCT04358003	Plasma Adsorption in Patients With Confirmed COVID-19	Recruiting	No Results Available	Respiratory Failure|ARDS	Device: Marker Therapeutics D2000 Cartridge (D2000) for use with the Spectra Optia® Apheresis System (Optia SPD Protocol)	Not Applicable	Interventional	"UNM Health Science Center, Albuquerque, New Mexico, United States|Providence Portland Medical Center, Portland, Oregon, United States|UT Southwestern/Clements Hospital, Dallas, Texas, United States|UTMB, Galveston, Texas, United States"	https://ClinicalTrials.gov/show/NCT04358003
998	NCT04366297	Intravascular Access of COVID-19 Patient Under Personal Protective Equipment	Completed	No Results Available	Cardiac Arrest|Emergencies	Device: Intravenous access|Device: Intraosseous access	Not Applicable	Interventional	"Lazarski Univeristy, Warsaw, Poland"	https://ClinicalTrials.gov/show/NCT04366297
999	NCT04389385	COVID-19 Specific T Cell Derived Exosomes (CSTC-Exo)	"Active, not recruiting"	No Results Available	Corona Virus Infection|Pneumonia	Biological: COVID-19 Specific T Cell derived exosomes (CSTC-Exo)	Phase 1	Interventional	"GENKOK, Kayseri, Melikgazi, Turkey"	https://ClinicalTrials.gov/show/NCT04389385
1000	NCT04394182	Ultra Low Doses of Therapy With Radiation Applicated to COVID-19	Recruiting	No Results Available	"Pneumonia, Viral|Cytokine Storm"	Radiation: Ultra-Low-dose radiotherapy|Device: ventilatory support with oxygen therapy|Drug: Lopinavir/ritonavir|Drug: Hydroxychloroquine|Drug: Azithromycin|Drug: Piperacillin/tazobactam|Drug: Low molecular weight heparin|Drug: Corticosteroid injection|Drug: Tocilizumab	Not Applicable	Interventional	"Hospital La Milagrosa, GenesisCare, Madrid, Spain|Hospital Vithas Valencia Consuelo, Valencia, Spain"	https://ClinicalTrials.gov/show/NCT04394182
1001	NCT04422613	Characterization of Persistent Pulmonary Abnormalities Following COVID-19 Pneumonia	Recruiting	No Results Available	"Pneumonia, Viral"	Diagnostic Test: pulmonary anomalies 4 months after documented COVID-19 pneumonia	Not Applicable	Interventional	"University Hospital of Toulouse, Toulouse, France"	https://ClinicalTrials.gov/show/NCT04422613
1002	NCT04327401	COVID-19-associated ARDS Treated With Dexamethasone: Alliance Covid-19 Brasil III	"Active, not recruiting"	No Results Available	"Coronavirus Infection|Pneumonia, Viral|Acute Respiratory Distress Syndrome"	Drug: Dexamethasone	Phase 3	Interventional	"Hospital Ana Nery, Salvador, Bahia, Brazil|Instituto de Cardiologia do Distrito Federal, Brasília, Distrito Federal, Brazil|Fundação Social Rural de Colatina, Colatina, Esoírito Santo, Brazil|Hospital Vera Cruz AS, Belo Horizonte, Minas Gerais, Brazil|Hospital Maternidade E Pronto Socorro Santa Lucia Ltda, Poços De Caldas, Minas Gerais, Brazil|Universidade Estadual de Londrina, Londrina, Paraná, Brazil|Eurolatino Natal Pesquisas Médicas Ltda, Natal, Rio Grande Do Norte, Brazil|Irmandade da Santa Casa de Misericordia de Porto Alegre, Porto Alegre, Rio Grande Do Sul, Brazil|Maestri E Kormann Consultoria Medico-Cientifica, Blumenau, Santa Catarina, Brazil|Sociedade Literaria e Caritativa Santo Agostinho, Criciúma, Santa Catarina, Brazil|Fundação Pio XII, Barretos, São Paulo, Brazil|Santa Casa de Misericordia de Votuporanga, Votuporanga, São Paulo, Brazil|Associacao Beneficente Siria, São Paulo, Brazil|Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da USP - HCFMRP, São Paulo, Brazil|Hospital Israelita Albert Einstein, São Paulo, Brazil|Prevent Senior Private Operadora de Saude Ltda, São Paulo, Brazil|Real e Benemérita Associação Portuguesa de Beneficência/SP, São Paulo, Brazil|Santa Casa de Misericórdia, São Paulo, Brazil|Secretaria de Saúde do Estado de São Paulo, São Paulo, Brazil|Sociedade Beneficente de Senhoras Hospital Sírio-Libanês, São Paulo, Brazil|Universidade Federal de São Paulo, São Paulo, Brazil"	https://ClinicalTrials.gov/show/NCT04327401
1003	NCT04373382	Peer Champion Support for Hospital Staff During and After the COVID-19 Pandemic	Not yet recruiting	No Results Available	Burnout	Behavioral: Peer Resilience Champion|Behavioral: Enriched Survey Feedback	Not Applicable	Interventional	"Sinai Health, Toronto, Ontario, Canada"	https://ClinicalTrials.gov/show/NCT04373382
1004	NCT04361396	Assessment of the Presence of the SARS-COV-2 Virus in the Peritoneum of COVID-19 Patients	Recruiting	No Results Available	Coronavirus Infection	Other: Collection of samples	Not Applicable	Interventional	"CH Victor Dupouy, Argenteuil, France|CH Intercommunal, Créteil, France|Department of General and Digestive Surgery, Hospital René Dubos, Pontoise, France|Department of Gynecology-Obstetrics, Hospital René Dubos, Pontoise, France|CH Delafontaine, Saint-Denis, France"	https://ClinicalTrials.gov/show/NCT04361396
1005	NCT04345861	Hydroxychloroquine Plus Azithromycin Versus Hydroxychloroquine for COVID-19 Pneumonia (COVIDOC Trial)	Terminated	No Results Available	"Coronavirus Infection|Pneumonia, Viral"	Drug: Hydroxychloroquine + placebo|Drug: hydroxychloroquine + azithromycin	Phase 2|Phase 3	Interventional	"Montpellier University hospital, Montpellier, France"	https://ClinicalTrials.gov/show/NCT04345861
1006	NCT04453384	Study to Evaluate the Safety and Efficacy of XAV-19 in Patients With COVID-19 Induced Moderate Pneumonia	Not yet recruiting	No Results Available	SARS Virus	Drug: XAV-19|Drug: Placebo	Phase 2	Interventional	"CHD Vendée, La Roche-sur-Yon, France|Hospices Civils Lyon, Lyon, France|CHU Nantes, Nantes, France|Hôpital Saint Antoine, Paris, France"	https://ClinicalTrials.gov/show/NCT04453384
1007	NCT04345614	A Study of CM4620-Injectable Emulsion (IE) in Patients With Severe COVID-19 Pneumonia	Recruiting	No Results Available	Pneumonia	Drug: CM4620-Injectable Emulsion	Phase 2	Interventional	"Henry Ford Hospital, Detroit, Michigan, United States|Methodist Hospital, Saint Louis Park, Minnesota, United States|Regions Hospital, Saint Paul, Minnesota, United States"	https://ClinicalTrials.gov/show/NCT04345614
1008	NCT04447235	Early Treatment With Ivermectin and LosarTAN for Cancer Patients With COVID-19 Infection	Not yet recruiting	No Results Available	Cancer|COVID|Coronavirus Infection	Drug: Placebo|Drug: Ivermectin|Drug: Losartan	Phase 2	Interventional		https://ClinicalTrials.gov/show/NCT04447235
1009	NCT04360811	"Assessment of Obstetric, Fetal and Neonatal Risks and Vertical SARS-CoV-2 Transmission During COVID-19 Pandemic"	Recruiting	No Results Available	Pregnancy	Diagnostic Test: COVID 19 diagnostic test by PCR	Not Applicable	Interventional	"University Hospital of Toulouse, Toulouse, France"	https://ClinicalTrials.gov/show/NCT04360811
1010	NCT04376684	Investigating Otilimab in Patients With Severe Pulmonary COVID-19 Related Disease	Recruiting	No Results Available	Severe Acute Respiratory Syndrome	Biological: Otilimab|Biological: Placebo|Drug: Standard of care	Phase 2	Interventional	"GSK Investigational Site, Torrance, California, United States|GSK Investigational Site, Saint Louis Park, Minnesota, United States|GSK Investigational Site, Saint Paul, Minnesota, United States|GSK Investigational Site, Charlotte, North Carolina, United States|GSK Investigational Site, Toledo, Ohio, United States|GSK Investigational Site, Logroño, Spain|GSK Investigational Site, Madrid, Spain|GSK Investigational Site, Madrid, Spain|GSK Investigational Site, San Sebastián De Los Reyes/Madrid, Spain|GSK Investigational Site, Liverpool, United Kingdom"	https://ClinicalTrials.gov/show/NCT04376684
1011	NCT04371419	COVID-19 Health Messaging to Underserved Communities	Completed	No Results Available	Coronavirus	Behavioral: Messaging	Not Applicable	Interventional	"JPAL North America, Cambridge, Massachusetts, United States"	https://ClinicalTrials.gov/show/NCT04371419
1012	NCT04394169	Early Care Program for the Management of Post-ICU Syndrome and Chronic Pain After COVID-19 Infection.	Not yet recruiting	No Results Available	Post ICU Syndrome|Chronic Pain|Covid-19	Behavioral: Intervention program	Not Applicable	Interventional		https://ClinicalTrials.gov/show/NCT04394169
1013	NCT04359875	A Phone-call With a Student/General Practitioner Team to Impact Morbidity of Chronic Patients During COVID-19 Containment	Not yet recruiting	No Results Available	Cardiovascular Diseases|Mental Disorder	Behavioral: Phone-call screening and management by a medical student/general practitioner tandem	Not Applicable	Interventional	"Dibao-Dina, Tours, France"	https://ClinicalTrials.gov/show/NCT04359875
1014	NCT04344210	Impact of Tele-interventions During the COVID-19 Pandemic in Patients With Diabetes Mellitus	Enrolling by invitation	No Results Available	"COVID|Diabetes Mellitus, Type 2|Diabetes Mellitus, Type 1"	Behavioral: Tele-interventions related to diabetes management and mental well-being	Not Applicable	Interventional	"Hospital de Clínicas de Porto Alegre, Porto Alegre, Rio Grande Do Sul, Brazil"	https://ClinicalTrials.gov/show/NCT04344210
1015	NCT04386070	Preventing Pulmonary Complications in Surgical Patients at Risk of COVID-19	Not yet recruiting	No Results Available	Pulmonary Complications in Surgical Patients|COVID|Severe Acute Respiratory Syndrome	Drug: Lopinavir-Ritonavir|Drug: Hydroxychloroquine	Phase 3	Interventional		https://ClinicalTrials.gov/show/NCT04386070
1016	NCT04349592	Qatar Prospective RCT Of Therapy Eliminating Covid Transmission	Not yet recruiting	No Results Available	Covid19	Drug: Hydroxychloroquine + Azithromycin|Drug: Hydroxychloroquine + Placebo|Other: Placebo + Placebo	Not Applicable	Interventional		https://ClinicalTrials.gov/show/NCT04349592
1017	NCT04426318	COVID-19 and the Healthy Minds Program for Educators	Recruiting	No Results Available	Anxiety|Depression|Psychological Stress|Psychological Distress|Well-being	Behavioral: Healthy Minds Program Foundations Training	Not Applicable	Interventional	"University of Wisconsin, Madison, Wisconsin, United States"	https://ClinicalTrials.gov/show/NCT04426318
1018	NCT04393792	SINUS WASH Pilot Study in Adults Testing Positive for COVID-19	Recruiting	No Results Available	Coronavirus Infection	Drug: Povidone-Iodine|Drug: Normal saline	Phase 1	Interventional	"Hampshire Hospitals NHS Foundation Trust, Basingstoke, Hampshire, United Kingdom"	https://ClinicalTrials.gov/show/NCT04393792
1019	NCT04402970	Dornase Alfa for ARDS in Patients With SARS-CoV-2	Recruiting	No Results Available	SARS-CoV 2|ARDS	Drug: Dornase Alfa Inhalation Solution	Phase 3	Interventional	"University of Missouri Hospital and Clinics, Columbia, Missouri, United States"	https://ClinicalTrials.gov/show/NCT04402970
1020	NCT04408235	High Versus Low LMWH Dosages in Hospitalized Patients With Severe COVID-19 Pneumonia and Coagulopathy	Not yet recruiting	No Results Available	"COVID|Pneumonia, Viral|Coagulation Disorder"	Drug: Enoxaparin	Phase 3	Interventional	"Azienda Ospedaliero-Universitaria, Modena, Italy"	https://ClinicalTrials.gov/show/NCT04408235
1021	NCT04355234	"Prevalence and Impact of COVID-19 Infection in Pregnant Women, Fetuses and Newborns"	Not yet recruiting	No Results Available	Pregnancy	Diagnostic Test: identify SARS-CoV-2 infection by serology|Biological: collection of biological samples	Not Applicable	Interventional		https://ClinicalTrials.gov/show/NCT04355234
1022	NCT04321174	COVID-19 Ring-based Prevention Trial With Lopinavir/Ritonavir	Recruiting	No Results Available	Coronavirus Infections|Post-exposure Prophylaxis	Drug: Lopinavir/ritonavir	Phase 3	Interventional	"St. Paul's Hospital, Vancouver, British Columbia, Canada|Sunnybrook Hospital, Toronto, Ontario, Canada|St. Michael's Hospital, Toronto, Ontario, Canada|Toronto General Hospital, Toronto, Ontario, Canada"	https://ClinicalTrials.gov/show/NCT04321174
1023	NCT04365608	Prehospital Intubation of COVID-19 Patient With Personal Protective Equipment	Recruiting	No Results Available	Intubation Complication|Intubation; Difficult or Failed|Cardiac Arrest|Influenza|Safety Issues	Procedure: Direct laryngoscopy|Procedure: Vie Scope laryngoscopy	Not Applicable	Interventional	"Emergency Medical Service, Poznan, Poland|Emergency Medical Service, Warsaw, Poland"	https://ClinicalTrials.gov/show/NCT04365608
1024	NCT04363593	Serology COVID-19 From the Cornwall Hospital Union	Recruiting	No Results Available	Corona Virus Infection	Biological: Serological test|Biological: Serum test	Not Applicable	Interventional	"CH de Cornouaille, Quimper, France"	https://ClinicalTrials.gov/show/NCT04363593
1025	NCT04397796	Study of the Safety of Therapeutic Tx With Immunomodulatory MSC in Adults With COVID-19 Infection Requiring Mechanical Ventilation	Not yet recruiting	No Results Available	COVID	Biological: BM-Allo.MSC|Biological: Placebo	Phase 1	Interventional		https://ClinicalTrials.gov/show/NCT04397796
1026	NCT04370938	Provider Burnout During COVID-19	Recruiting	No Results Available	"Perceived Organizational Support, Anxiety, Burnout"	Behavioral: Coping strategies video	Not Applicable	Interventional	"UPMC, Pittsburgh, Pennsylvania, United States"	https://ClinicalTrials.gov/show/NCT04370938
1027	NCT04264858	Treatment of Acute Severe 2019-nCoV Pneumonia With Immunoglobulin From Cured Patients	Not yet recruiting	No Results Available	2019-nCoV|Immunoglobulin of Cured Patients	Drug: Immunoglobulin of cured patients|Drug: γ-Globulin	Not Applicable	Interventional	"Department of Cardiology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei, China"	https://ClinicalTrials.gov/show/NCT04264858
1028	NCT04354155	COVID-19 Anticoagulation in Children - Thromboprophlaxis (COVAC-TP) Trial	Not yet recruiting	No Results Available	"Infection Viral|Thromboses, Venous"	Drug: Enoxaparin Prefilled Syringe [Lovenox]	Phase 2	Interventional	"Johns Hopkins All Children's Hospital, Saint Petersburg, Florida, United States"	https://ClinicalTrials.gov/show/NCT04354155
